start_station_name,year,number_of_rides
Narragansett & McLean,2024,16
Public Rack - 532 E 43rd St,2024,16
Public Rack - Kedzie Ave & 60th St,2024,16
Public Rack - Kostner & Bryn Mawr,2024,16
Public Rack - Melvina Ave & Montrose Ave,2024,16
Throop St & 52nd St,2024,16
Commercial Ave & 90th St,2024,15
Martin Luther King Dr & 87th St,2024,15
Public Rack - Central & Prescott,2024,15
Public Rack - Cicero Ave & Cortland St - midblock,2024,15
Public Rack - Garfield Park Conservatory,2024,15
Public Rack - Jeffrey Blvd & 71st St,2024,15
Public Rack - Kildare Ave & North Ave,2024,15
Public Rack - Lawrence Ave & Kimball Ave,2024,15
Public Rack - Pulaski Rd & Lake St,2024,15
Western Ave & 62nd St,2024,15
Eberhart Ave & 131st St,2024,14
Homan Ave & Arthington Ave,2024,14
Indiana Ave & 133rd St,2024,14
La Villita Park (Albany/30th),2024,14
Mulligan Ave & Wellington Ave,2024,14
Plainfield & Irving Park,2024,14
Public Rack - Chase Ave & Touhy Ave - NE,2024,14
Public Rack - Ewing Ave & Indianapolis Ave,2024,14
Public Rack - Laramie Ave & Grand Ave,2024,14
Public Rack - Monticello & Lawrence,2024,14
Public Rack - Western Ave & 110th St,2024,14
Public Rack - Winona St & Elston Ave,2024,14
Kilbourn & Belden,2024,13
Lawndale Ave & 59th St,2024,13
Public Rack - Central Park Ave & Fulton Blvd,2024,13
Public Rack - Christiana Ave & Bryn Mawr Ave,2024,13
Public Rack - Hamilton Ave & 95th St,2024,13
Public Rack - Longwood Dr & 95th St,2024,13
Public Rack - Overhill Ave & Touhy Ave,2024,13
Public Rack - Ozark Ave & Addison St,2024,13
Public Rack - Peterson Ave & Drake Ave,2024,13
Woodlawn & 103rd,2024,13
Ewing Ave & 97th St,2024,12
Lamon Ave & 47th St,2024,12
Public Rack - 4810 Keeler Ave,2024,12
Public Rack - Canfield & Victoria,2024,12
Public Rack - Central Park & Bryn Mawr,2024,12
Public Rack - Christiana Ave & Lawrence Ave,2024,12
Public Rack - Eli Whitney Public School,2024,12
Public Rack - Elston Ave & Kenneth Ave,2024,12
Public Rack - Hamlin Ave & Grand Ave,2024,12
Public Rack - Kedzie Ave & 63rd St,2024,12
Public Rack - Keystone Ave & North Ave,2024,12
Public Rack - Kimbark Ave & 67th St,2024,12
Public Rack - Melvina Ave & Belmont Ave,2024,12
Public Rack - Mobile Ave & Archer Ave,2024,12
Public Rack - Mont Clare Ave & Higgins Ave,2024,12
Public Rack - Mulligan Ave & 56th St,2024,12
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,2024,12
S Aberdeen St & W 106th St,2024,12
State St & 123rd St,2024,12
Ada St & 113th St,2024,11
Ewing Ave & 98th St,2024,11
Homan Ave & 77th St,2024,11
Public Rack - Bernard St & Foster Ave,2024,11
Public Rack - Bishop St & 46th St,2024,11
Public Rack - Bryn Mawr Ave & Milwaukee Ave,2024,11
Public Rack - Central Ave & George St,2024,11
Public Rack - Central Park & Peterson,2024,11
Public Rack - Cicero & 64th,2024,11
Public Rack - Damen Ave & 47th St,2024,11
Public Rack - Forrestville Ave & 47th St,2024,11
Public Rack - Halsted St & 111th St,2024,11
Public Rack - Halsted St & 76th St,2024,11
Public Rack - Kedzie Ave & Archer Ave,2024,11
Public Rack - Kostner Ave & Wrightwood Ave,2024,11
Public Rack - Laramie Ave & Fullerton Ave,2024,11
Public Rack - Laramie Ave & Warwick Ave,2024,11
Public Rack - Talman Ave & 51st St,2024,11
Public Rack - Western Ave & 106th St - East,2024,11
Public Rack - Western Ave & 111th St - SW,2024,11
Public Rack - Wood St & 47th St,2024,11
Racine Ave & 65th St,2024,11
S Wentworth Ave & W 111th St,2024,11
Sacramento Ave & Pershing Rd,2024,11
Damen Ave & 77th St,2024,10
Oriole Ave & Irving Park Rd,2024,10
Public Rack - Central Park Ave & Fillmore St,2024,10
Public Rack - Christiana Ave & Archer Ave,2024,10
Public Rack - Hoyne Ave & 110th Pl,2024,10
Public Rack - Karlov Ave & Lawrence Ave,2024,10
Public Rack - Michigan Ave & 107th St,2024,10
Public Rack - Milwaukee Ave & Warner Ave,2024,10
Public Rack - Minuteman Park,2024,10
Public Rack - Mozart Elementary School,2024,10
Public Rack - Neenah & Archer,2024,10
Public Rack - Nina Ave & Avondale Ave,2024,10
Public Rack - Normal Ave & 111th St,2024,10
Public Rack - Pratt Ave & Odell Ave,2024,10
Public Rack - South Shore Dr & 71st St,2024,10
Public Rack - Wentworth Park,2024,10
Vincennes Ave & 79th St,2024,10
Wentworth Ave & 104th St,2024,10
Public Rack - Champlain Ave & 65th St,2024,9
Public Rack - Chopin Park,2024,9
Public Rack - Cicero Ave & Altgeld St,2024,9
Public Rack - Cicero Ave & Roscoe St,2024,9
Public Rack - Division St & Christiana Ave,2024,9
Public Rack - Halsted St & 113th St,2024,9
Public Rack - Halsted St & 80th St,2024,9
Public Rack - Kedvale Ave & 63rd St E,2024,9
Public Rack - Kedvale Ave & Peterson Ave,2024,9
Public Rack - Kildare Ave & Washignton Blvd,2024,9
Public Rack - Laflin St & 51st St,2024,9
Public Rack - Michele Clark Magnet High School,2024,9
Public Rack - Natoma Ave & 61st St,2024,9
Public Rack - Northwest Hwy & Neva Ave,2024,9
Public Rack - Oglesby Ave & 95th St,2024,9
Public Rack - Oketo & Talcott,2024,9
Public Rack - Parkside & 63rd,2024,9
Public Rack - Sayer & Northwest Hwy,2024,9
Public Rack - Whipple St & 63rd St,2024,9
Burley Ave & 91st St,2024,8
Glenlake Ave & Pulaski Rd,2024,8
Newcastle Ave & Irving Park Rd,2024,8
Public Rack - Ashland Ave & 76th St,2024,8
Public Rack - Austin & Higgins,2024,8
Public Rack - Avenue J & 112th St,2024,8
Public Rack - Avers & Granville,2024,8
Public Rack - Clyde Ave & 87th St,2024,8
Public Rack - Eberhart Ave & 61st St,2024,8
Public Rack - Ewing Ave & 107th St,2024,8
Public Rack - Hamlin Ave & Madison St,2024,8
Public Rack - Irving Park Rd & Austin Ave,2024,8
Public Rack - Kedzie Ave & Walnut St,2024,8
Public Rack - King Dr & 71st St,2024,8
Public Rack - King Dr & Oakwood Blvd,2024,8
Public Rack - Linder & Elston,2024,8
Public Rack - Maplewood Ave & 47th St,2024,8
Public Rack - Mulligan & Northwest Hwy,2024,8
Public Rack - N Narragansett Ave & Grand Ave,2024,8
Public Rack - Narragansett Ave & Fullerton Ave,2024,8
Public Rack - Oketo Ave & Belmont Ave,2024,8
Public Rack - Richard Daley College,2024,8
Public Rack - Sayre Ave & 59th St,2024,8
Public Rack - Spaulding Ave & Foster Ave,2024,8
Mayfield & Roosevelt Rd,2024,7
Mozart St & 79th St,2024,7
Public Rack - Ada St & 79th St,2024,7
Public Rack - Avenue J & 106th St,2024,7
Public Rack - Cicero Ave & North Ave,2024,7
Public Rack - Emerald Ave & 43rd St,2024,7
Public Rack - Ewing Ave & 99th St,2024,7
Public Rack - Exchange Ave & 73rd Pl,2024,7
Public Rack - Halsted St & 64th St,2024,7
Public Rack - Hiawatha Ave & Minnehaha Ave,2024,7
Public Rack - Irving Park Rd & Parkside Ave,2024,7
Public Rack - Justine St & 87th St,2024,7
Public Rack - Komensky Ave & 63rd St,2024,7
Public Rack - Laflin St &51st ST,2024,7
Public Rack - Linder Ave & Archer Ave,2024,7
Public Rack - Milwaukee Ave & Sunnyside Ave,2024,7
Public Rack - Neva Ave & Grand Ave,2024,7
Public Rack - Pulaski Rd & Stevens Ave,2024,7
Public Rack - Robert Fulton Elementary School,2024,7
Public Rack - S. Kilpatrick and W. 79th,2024,7
Public Rack - Sawyer Ave & Chicago Ave,2024,7
Public Rack - Western Ave & 104th St - East,2024,7
Public Rack - Wood St & 103rd St,2024,7
Sacramento Ave & 51st St,2024,7
South Chicago Ave & Elliot Ave,2024,7
Kildare & Chicago Ave,2024,6
Lexington & California Ave,2024,6
Manistee Ave & 95th St,2024,6
Melvina Ave & Giddings Ave,2024,6
Michigan Ave & 108th St,2024,6
Public Rack - Austin Ave & Wellington Ave,2024,6
Public Rack - Buffalo Ave & 133rd St,2024,6
Public Rack - Emerald Ave & 45th St,2024,6
Public Rack - Francisco Ave & Touhy Ave,2024,6
Public Rack - Harding Ave & 47th St,2024,6
Public Rack - Irving Park Rd & Melvina Ave,2024,6
Public Rack - Irving Park Rd & Menard Ave,2024,6
Public Rack - Kedzie & 103rd St - East,2024,6
Public Rack - Kedzie & 103rd St - W,2024,6
Public Rack - Lake Shore Dr & Hayes Dr,2024,6
Public Rack - Lawndale Ave & Polk St,2024,6
Public Rack - Leclaire Ave & Division St,2024,6
Public Rack - Legler Regional Library,2024,6
Public Rack - Mackinaw Ave & 85th St,2024,6
Public Rack - Menard Ave & Adams Blvd,2024,6
Public Rack - Mt Greenwood Library - South,2024,6
Public Rack - Norwood Park,2024,6
Public Rack - Odell & Talcott,2024,6
Public Rack - Pulaski Rd & Lexington St,2024,6
Public Rack - Richmond St & Thorndale Ave,2024,6
Public Rack - Talman Ave & Pershing Rd,2024,6
Public Rack - The Montessori School of Englewood,2024,6
Public Rack - Tripp Ave & North Ave,2024,6
Public Rack - Western Ave & 105th St,2024,6
Public Rack - Western Ave & 118th St,2024,6
Stewart Ave & 123rd St,2024,6
Wentworth Ave & 107th St,2024,6
Menard Ave & Division St,2024,5
Public Rack - 85th Pl & Pulaski Rd,2024,5
Public Rack - Abbott Park,2024,5
Public Rack - Avers Ave & Ogden Ave,2024,5
Public Rack - Brandon Ave & 91st St,2024,5
Public Rack - Central Ave & Adams St,2024,5
Public Rack - Elston Ave & Gunnison St,2024,5
Public Rack - Halsted St & 41st St,2024,5
Public Rack - Halsted St & 95th St - SW,2024,5
Public Rack - Harlem & Palatine,2024,5
Public Rack - Kedvale Ave & 26th St,2024,5
Public Rack - Kedzie Ave & 54th St - SW,2024,5
Public Rack - Kedzie Ave & Pershing Rd,2024,5
Public Rack - Komensky Ave & 26th St,2024,5
Public Rack - Kostner Ave & Lake St,2024,5
Public Rack - Lemont Ave & Keating Ave,2024,5
Public Rack - Linder & 51st,2024,5
Public Rack - Linder Ave & 64th Pl,2024,5
Public Rack - Linder Ave & Belmont Ave,2024,5
Public Rack - Loomis Blvd & 47th St,2024,5
Public Rack - Maplewood Ave & 63rd St,2024,5
Public Rack - Marshfield Ave & 45th St,2024,5
Public Rack - Milwaukee Ave & Waveland Ave,2024,5
Public Rack - Montrose Ave & Lavergne Ave,2024,5
Public Rack - Morgan St & 95th St,2024,5
Public Rack - Newcastle Ave & Belden Ave,2024,5
Public Rack - Normal Ave & 72nd St,2024,5
Public Rack - Normandy Ave & Archer Ave,2024,5
Public Rack - Princeton Ave & 43rd St,2024,5
Public Rack - Pullman - Walmart,2024,5
Public Rack - Rockwell & 111th St,2024,5
Public Rack - S Menard & W 63rd,2024,5
Public Rack - Stewart Ave & 123rd St,2024,5
Pulaski Rd & 60th Pl,2024,5
Farragut Ave & Central Ave,2024,4
Market Days Scooter Corral,2024,4
Public Rack - Austin Ave & Archer Ave,2024,4
Public Rack - Austin Ave & Roscoe St,2024,4
Public Rack - Avenue J & 102nd St,2024,4
Public Rack - Back of the Yards Park,2024,4
Public Rack - Baltimore Ave & 133rd St,2024,4
Public Rack - Bell Ave & 95th St,2024,4
Public Rack - Brainerd Park,2024,4
Public Rack - California Ave & Touhy Ave - SW,2024,4
Public Rack - California Ave & Touhy Ave - midblock,2024,4
Public Rack - Canty Elementary School,2024,4
Public Rack - Central & Berteau,2024,4
Public Rack - Central Ave & Corcoran Pl,2024,4
Public Rack - Central Park Ave & Ogden Ave,2024,4
Public Rack - Chappel Ave & 71st St,2024,4
Public Rack - Colfax Ave & 83rd St,2024,4
Public Rack - Cottage Grove Ave & 92nd St,2024,4
Public Rack - Devon Ave & Kinzua Ave,2024,4
Public Rack - Elizabeth St & 115th St,2024,4
Public Rack - Halsted St & 109th St,2024,4
Public Rack - Harriet E Sayre Public School,2024,4
Public Rack - Harvard Ave & 103rd St,2024,4
Public Rack - Higgins Ave & Neva Ave,2024,4
Public Rack - Homan Ave & 26th St,2024,4
Public Rack - Homan Ave & Roosevelt,2024,4
Public Rack - Houston Ave & 130th St,2024,4
Public Rack - Indiana Ave & 111th St,2024,4
Public Rack - Karlov Ave & 26th St,2024,4
Public Rack - Kedzie Ave & 54th St - SE,2024,4
Public Rack - Kedzie Ave & 61st Pl E,2024,4
Public Rack - Kedzie Ave & 64th St - SE,2024,4
Public Rack - Kedzie Ave & 64th St - SW,2024,4
Public Rack - Keeler Ave & Madison St S,2024,4
Public Rack - Kingston Ave & 75th St,2024,4
Public Rack - Kostner Ave & North Ave,2024,4
Public Rack - Leoti Ave & Central Ave (south),2024,4
Public Rack - Lorel Ave & Chicago Ave,2024,4
Public Rack - Mason Ave & Archer Ave,2024,4
Public Rack - McVicker & 52nd,2024,4
Public Rack - Michigan Ave & 96th St,2024,4
Public Rack - Morgan St & 87th St,2024,4
Public Rack - Newcastle Ave & Wellington Ave,2024,4
Public Rack - Nordica Ave & Addison St,2024,4
Public Rack - Oak Park Ave & Foster Ave,2024,4
Public Rack - Paxton Ave & 79th St,2024,4
Public Rack - Piotrowski Park,2024,4
Public Rack - Pulaski & Ardmore,2024,4
Public Rack - Pulaski Rd & 15th St,2024,4
Public Rack - Pulaski Rd & 51st Rd,2024,4
Public Rack - Racine Ave & 83rd St,2024,4
Public Rack - Rutherford Ave & Belmont Ave,2024,4
Public Rack - S Kostner Ave & W 18th Pl,2024,4
"Public Rack - Senka ""Edward Duke"" Park",2024,4
Public Rack - South Shore High School,2024,4
Public Rack - Stony Island & 87th St,2024,4
Public Rack - Troy & 111th St,2024,4
Public Rack - Vincennes Ave & 77th St,2024,4
Public Rack - Wentworth Ave & 103rd St,2024,4
Public Rack - Western Ave & 111th St - SE,2024,4
Public Rack - William J Onahan Public School,2024,4
Shields Ave & 57th St,2024,4
State St & 111th St,2024,4
Vincennes Ave & 107th St,2024,4
Vincennes Ave & 95th St,2024,4
Halsted St & 93rd St,2024,3
Lavergne Ave & 44th St,2024,3
Michigan Ave & 113th St,2024,3
Public Rack - 2302 S Pulaski Rd,2024,3
Public Rack - Archer Park,2024,3
Public Rack - Ashland Ave & 45th St,2024,3
Public Rack - Ashland Ave & 45th St  S,2024,3
Public Rack - Ashland Ave & 63rd St,2024,3
Public Rack - Ave N & 106th St,2024,3
Public Rack - Avers Ave & Archer Ave,2024,3
Public Rack - Calumet Ave & 71st St,2024,3
Public Rack - Cicero & Rosemont,2024,3
Public Rack - Cicero Ave & Wellington Ave,2024,3
Public Rack - Commercial Ave & 89th St,2024,3
Public Rack - Crandon Ave & 80th St,2024,3
Public Rack - Damen & 87th,2024,3
Public Rack - Devon Ave & Central Ave,2024,3
Public Rack - Devon Ave & Minnehaha Ave (east),2024,3
Public Rack - Ewing Ave & 105th St,2024,3
Public Rack - Ewing Ave & 106th St,2024,3
Public Rack - Grand Ave & North Ave,2024,3
Public Rack - Halsted St & 102nd St,2024,3
Public Rack - Harvey Ave & North Ave,2024,3
Public Rack - Homan Ave & 62nd Pl,2024,3
Public Rack - Homan Ave & Lake St,2024,3
Public Rack - Houston Ave & 91st St,2024,3
Public Rack - Hoyne Ave & 51st St,2024,3
Public Rack - Independence Blvd & Roosevelt,2024,3
Public Rack - Jeffery Blvd & 83rd St,2024,3
Public Rack - Kedvale Ave & Avondale Ave,2024,3
Public Rack - Kedzie Ave & 62nd Pl,2024,3
Public Rack - Kenneth Ave & 63rd St W,2024,3
Public Rack - Kildare Ave & 63rd St,2024,3
Public Rack - Kolin Ave & Archer Ave,2024,3
Public Rack - Kostner Ave & 16th St,2024,3
Public Rack - Lamon Ave & Archer Ave,2024,3
Public Rack - Leoti Ave & Central Ave (north),2024,3
Public Rack - Lorel Ave & Grand Ave,2024,3
Public Rack - Marquette Ave & 83rd St,2024,3
Public Rack - Marshfield Ave & 87th St,2024,3
Public Rack - Mason Ave & Milwaukee Ave,2024,3
Public Rack - Mason Ave & Roosevelt Rd,2024,3
Public Rack - Meade Ave & Archer Ave,2024,3
Public Rack - Menard Ave & Agusta Blvd,2024,3
Public Rack - Miami Ave & Milwaukee Ave,2024,3
Public Rack - Michigan Ave & 119th St,2024,3
Public Rack - Minnehaha Ave & Devon Ave,2024,3
Public Rack - Neenah & Dakin,2024,3
Public Rack - Neola & Northwest Hwy,2024,3
Public Rack - Neva & Foster,2024,3
Public Rack - Normal Blvd & 61st Pl,2024,3
Public Rack - Oak Park & Higgins,2024,3
Public Rack - Oketo & Northwest Hwy,2024,3
Public Rack - Osceola Ave & Touhy Ave,2024,3
Public Rack - Parkside & Elston,2024,3
Public Rack - Perry Ave & 111th St,2024,3
Public Rack - Peterson Ave & Bernard Ave,2024,3
Public Rack - Pulaski Rd & 5th Ave,2024,3
Public Rack - Pulaski Rd & Grenshaw St,2024,3
Public Rack - Pulaski Rd & Roosevelt Rd,2024,3
Public Rack - Pullman - Planet Fitness,2024,3
Public Rack - Rutherford & 53rd,2024,3
Public Rack - State St & 47th st,2024,3
Public Rack - Stony Is Ave & 73rd St,2024,3
Public Rack - Throop St & 48t ST,2024,3
Public Rack - Vincennes Ave & 95th Pl,2024,3
Public Rack - Washtenaw Ave & 63rd St,2024,3
Public Rack - Western Ave & 107th Pl,2024,3
Public Rack - Western Ave & 111th St - NW,2024,3
Public Rack - Western Blvd & 52nd St,2024,3
Public Rack - Western Blvd & 53rd St,2024,3
Public Rack - Yates Ave & 100th St,2024,3
Public Rack - Yates Blvd & Exchange Ave,2024,3
Throop St & 99th St,2024,3
Aberdeen St & 103rd St,2024,2
Halsted St & 83rd St,2024,2
Loomis St & 95th St,2024,2
Lynch Ave & Elston Ave,2024,2
Menard Ave & Milwaukee Ave,2024,2
Narragansett Ave & North Ave,2024,2
Public Rack - 10557 S Western Ave,2024,2
Public Rack - 63rd & Western Ave N,2024,2
Public Rack - 63rd & Western Ave S,2024,2
Public Rack - Aida Food Market,2024,2
Public Rack - Al Raby School,2024,2
Public Rack - Albany Ave & 111th St - NW,2024,2
Public Rack - Albany Ave & 63rd St,2024,2
Public Rack - Ashland Ave & 46th St,2024,2
Public Rack - Ashland Ave & 71st St,2024,2
Public Rack - Ashland Ave & 74th St,2024,2
Public Rack - Austin & 62nd,2024,2
Public Rack - Austin Branch Chicago Public Library,2024,2
Public Rack - Baltimore Ave & 132nd St,2024,2
Public Rack - Brighton Park Branch Chicago Library,2024,2
Public Rack - Brooks Park,2024,2
Public Rack - Burnside Academy,2024,2
Public Rack - Calumet Ave & 103rd St,2024,2
Public Rack - Calumet Ave & Garfield Blvd,2024,2
Public Rack - Central Ave & Congress Pkwy,2024,2
Public Rack - Central Ave & North Ave,2024,2
Public Rack - Central Park Ave & 16th St,2024,2
Public Rack - Chase Ave & Touhy Ave - NW,2024,2
Public Rack - Christiana Ave & 55th St,2024,2
Public Rack - Cicero Ave & Le Moyne St - midblock,2024,2
Public Rack - Cornell Ave & 87th Pl,2024,2
Public Rack - Cottage Grove & 84th St,2024,2
Public Rack - Cottage Grove Ave & 111th St,2024,2
Public Rack - Cottage Grove Ave & 75th St,2024,2
Public Rack - Cottage Grove Ave & 98th St,2024,2
Public Rack - Devon Ave & Minnehaha Ave (west),2024,2
Public Rack - East End Ave & 75th St,2024,2
Public Rack - Eggleston Ave & 115th St,2024,2
Public Rack - Ewing Ave & 95th St,2024,2
Public Rack - Fairfield Ave & 63rd St,2024,2
Public Rack - Ford City Mall,2024,2
Public Rack - Foster Ave & Drake Ave,2024,2
Public Rack - Franklin Park,2024,2
Public Rack - Fullerton Ave & Lavergne Ave,2024,2
Public Rack - Green St & 103rd St,2024,2
Public Rack - Hale Ave & 111th St,2024,2
Public Rack - Halsted St & 77th St,2024,2
Public Rack - Hamlin Ave & Chicago Ave,2024,2
Public Rack - Harlem and W. 59th,2024,2
Public Rack - Hermitage & 83rd St,2024,2
Public Rack - Hiawatha Park,2024,2
Public Rack - Kedvale Ave & Addison St,2024,2
Public Rack - Kedzie Ave & 54th Pl,2024,2
Public Rack - Kedzie Ave & 61st Pl W,2024,2
Public Rack - Kenneth Ave & 63rd St E,2024,2
Public Rack - Kildare Ave & Division Ave,2024,2
Public Rack - La Moyne Ave and Leamington Ave,2024,2
Public Rack - Lafayette Ave & 119th St,2024,2
Public Rack - Laflin St & 79th St,2024,2
Public Rack - Lake Park Ave & 44th St,2024,2
Public Rack - Lake Park Ave & 47th St,2024,2
Public Rack - Laporte Ave & Armitage Ave,2024,2
Public Rack - Latrobe Ave & Lake St,2024,2
Public Rack - Lawndale Ave & Roosevelt,2024,2
Public Rack - Leland Ave & Melvina Ave,2024,2
Public Rack - Linder Ave & 51st St,2024,2
Public Rack - Lotus Ave & Harrison St,2024,2
Public Rack - Marquette Ave & 79th St,2024,2
Public Rack - Mason & Archer,2024,2
Public Rack - May St & 78th St,2024,2
Public Rack - May St & 87th St,2024,2
Public Rack - McCormick Blvd & Devon Ave,2024,2
Public Rack - McVicker Ave & Grand Ave,2024,2
Public Rack - Menard Ave & Madison St,2024,2
Public Rack - Michigan Ave & 102nd St,2024,2
Public Rack - Michigan Ave & 67th St,2024,2
Public Rack - Muskegon Ave & 89th St,2024,2
Public Rack - N Sayre Ave & W Belden Ave,2024,2
Public Rack - New England Ave & Grace St,2024,2
Public Rack - Newland Ave & Diversey Ave,2024,2
Public Rack - Northwest Hwy & Highland Ave,2024,2
Public Rack - Oakley Ave & 50th Pl,2024,2
Public Rack - Octavia Ave & Touhy Ave,2024,2
Public Rack - Ottowa Ave & Touhy Ave,2024,2
Public Rack - Ozanam Ave & Devon Ave,2024,2
Public Rack - Parnell Ave & 103rd St,2024,2
Public Rack - Parnell Ave & 98th St,2024,2
Public Rack - Paul Revere Elementary School,2024,2
Public Rack - Pittsburgh Ave & Irving Park,2024,2
Public Rack - Plainfield Ave & Irving Park Rd,2024,2
Public Rack - Prairie Ave & 78th St,2024,2
Public Rack - Prairie Ave & 85th St,2024,2
Public Rack - Princeton Ave & 103rd Pl,2024,2
Public Rack - Pulaski & 52nd,2024,2
Public Rack - Pulaski Rd & 40th St,2024,2
Public Rack - Pulaski Rd & Polk St,2024,2
Public Rack - Sacramento Ave & Greenleaf Ave,2024,2
Public Rack - Sangamon St & 79th St,2024,2
Public Rack - Sangamon St & 87th St,2024,2
Public Rack - Spencer Elementary Technology Academy,2024,2
Public Rack - St Louis Ave & Flournoy St,2024,2
Public Rack - Torrence Ave  & 106th St,2024,2
Public Rack - Torrence Ave & 98th St,2024,2
